"address","city","zip_code","sold_date","price","rooms","size","build_year","latitude","longitude"
"Grønnegade 62, 3","Aarhus C",8000,"2019-05-22",3300000,3,94,2009,56.159595,10.201526
"Vestre Ringgade 48, st. th","Aarhus C",8000,"2019-05-21",1900000,2,66,1940,56.157433,10.183222
"Janus La Cours Gade 6, 4. th","Aarhus C",8000,"2019-05-21",2295000,2,51,1928,56.157597,10.197654
"Kongsvang Allé 16, st. th","Aarhus C",8000,"2019-05-21",2455000,3,80,1939,56.14019,10.185877
"Kriegersvej 17, 3. tv","Aarhus C",8000,"2019-05-21",3580000,3,93,1994,56.14982,10.199798
"Ceresbyen 66, 7. 2","Aarhus C",8000,"2019-05-21",1782500,2,60,2017,56.15669,10.194395
"Søndre Ringgade 37, 4. th","Aarhus C",8000,"2019-05-20",3798000,4,127,1933,56.14312,10.190089
"Niels Juels Gade 3, 4. tv","Aarhus N",8200,"2019-05-20",2146500,3,57,1901,56.169468,10.218792
"Åboulevarden 53, 6. th","Aarhus C",8000,"2019-05-20",3050000,2,70,1930,56.156033,10.20446
"Søndre Ringgade 57, 1. th","Aarhus C",8000,"2019-05-20",1999999,2,64,1938,56.145065,10.187166
"Åboulevarden 51B, 2. tv","Aarhus C",8000,"2019-05-20",2180000,2,57,1945,56.155926,10.204865
"Valdemars Have 9, 4. tv","Aarhus C",8000,"2019-05-20",5350000,4,117,2019,56.15133,10.196554
"Aldersrovej 3, 3. th","Aarhus N",8200,"2019-05-19",1500000,3,88,1936,56.170216,10.211721
"Marselis Boulevard 132, 1. 2","Aarhus C",8000,"2019-05-19",1540000,2,62,1942,56.139687,10.181018
"Tøndergade 83, st. th","Aarhus C",8000,"2019-05-19",2130000,2,60,1943,56.14054,10.181797
"Marselis Boulevard 36, 8. th","Aarhus C",8000,"2019-05-19",3575000,4,120,1967,56.141357,10.198602
"Åparken 6, 1. 4","Aarhus C",8000,"2019-05-19",2800000,3,76,2001,56.154114,10.187518
"Ceres Allé 7, 11. 7","Aarhus C",8000,"2019-05-19",3000000,4,96,2016,56.15459,10.191217
"Carl Blochs Gade 59, 9. mf","Aarhus C",8000,"2019-05-19",3550000,3,75,0,56.153744,10.192468
"Silkeborgvej 182, st. tv","Aarhus C",8000,"2019-05-18",850000,2,57,1938,56.15637,10.176733
"Carl Blochs Gade 43, 3. 2","Aarhus C",8000,"2019-05-18",2200000,2,51,2020,56.15424,10.193208
"Klostertorvet 11, 3. 3","Aarhus C",8000,"2019-05-18",2198000,2,53,2015,56.158085,10.205831
"Helga Pedersens Gade 13, 4. 3","Aarhus C",8000,"2019-05-17",2880000,2,63,2012,56.166367,10.229852
"Åparken 8, 2. 7","Aarhus C",8000,"2019-05-16",2700000,4,107,2001,56.154118,10.188255
"Ordrupvej 4, 3. th","Aarhus C",8000,"2019-05-15",1298000,1,46,1935,56.1397,10.192367
"Skolegade 7, 4. th","Aarhus C",8000,"2019-05-15",3500000,4,151,1900,56.156322,10.211505
"Kirkedammen 9, 1. tv","Aarhus C",8000,"2019-05-15",2075000,3,90,1962,56.14057,10.179496
"Daugbjergvej 22, 3. 21","Aarhus C",8000,"2019-05-15",1948000,2,54,2007,56.155342,10.184388
"Samsøgade 81, st","Aarhus C",8000,"2019-05-15",2390000,2,53,1898,56.161564,10.199957
"Åhusene 11, 7. 1","Aarhus C",8000,"2019-05-15",1750000,3,69,2014,56.152912,10.186635
"Banegårdsgade 16, 4. g","Aarhus C",8000,"2019-05-14",781000,2,52,1962,56.150326,10.200828
"Skt. Pauls Gade 47, 2. th","Aarhus C",8000,"2019-05-14",2025000,2,53,1928,56.146057,10.199091
"Ceresbyen 50, kl. 2","Aarhus C",8000,"2019-05-14",4000000,3,95,2018,56.156174,10.192819
"Skt. Pauls Gade 12, 3","Aarhus C",8000,"2018-07-11",3150000,3,74,1898,56.146664,10.205425
"Åhusene 5, 1. 1","Aarhus C",8000,"2018-07-11",2895000,3,69,2013,56.152634,10.188483
"Eckersbergsgade 19, st. th","Aarhus C",8000,"2018-07-11",1600000,2,51,1936,56.151775,10.195882
"Jerichausgade 2, 4. th","Aarhus C",8000,"2018-07-10",2750000,3,75,1931,56.15434,10.196899
"Frederiks Plads 8, 4. 9","Aarhus C",8000,"2018-07-10",2925000,2,61,2017,56.149246,10.208593
"Langenæs Allé 37, 1. tv","Aarhus C",8000,"2018-07-10",1745000,2,53,1968,56.14145,10.182443
"Vester Allé 27, 5. th","Aarhus C",8000,"2018-07-10",2475000,3,66,1927,56.157192,10.198707
"Heibergsgade 1F, 1","Aarhus C",8000,"2018-07-09",1670000,4,127,1930,56.14745,10.208244
"Odensegade 27, 3. tv","Aarhus C",8000,"2018-07-09",1925000,2,54,1907,56.145176,10.202115
"Bülowsgade 35, 2","Aarhus C",8000,"2018-07-09",2010000,2,79,1879,56.14688,10.202326
"Knudrisgade 35, st","Aarhus C",8000,"2018-07-09",2100000,2,62,1880,56.16306,10.213684
"Tage-Hansens Gade 11, 3. th","Aarhus C",8000,"2018-07-09",2600000,3,78,1945,56.157856,10.184194
"Bülowsgade 35, 3","Aarhus C",8000,"2018-07-09",2020000,2,76,1879,56.14688,10.202326
"Edouard Suensons Gade 4, 2. a","Aarhus N",8200,"2018-07-08",1300000,1,51,1966,56.170784,10.218415
"Frederiksgade 18, 1. 6","Aarhus C",8000,"2018-07-08",4050000,2,61,2004,56.15589,10.206137
"Kirkedammen 7, 2. th","Aarhus C",8000,"2018-07-08",1675000,2,65,1962,56.140675,10.179485
"Ceresbyen 54, 3. 1","Aarhus C",8000,"2018-07-08",4100000,3,97,2018,56.15644,10.19309
"Esther Aggebos Gade 16, 1. 3","Aarhus C",8000,"2018-07-07",4650000,4,128,2017,56.16668,10.226298
"Daugbjergvej 22, 3. 16","Aarhus C",8000,"2018-07-07",2175000,2,50,2007,56.155342,10.184388
"Nordborggade 29, 1. 2","Aarhus C",8000,"2018-07-05",1525000,2,49,1960,56.144848,10.185683
"Vestervang 25F, 2. th","Aarhus C",8000,"2018-07-05",3560000,3,92,1985,56.164165,10.191747
"Mønsgade 8A, 3. 3","Aarhus C",8000,"2018-07-05",2460000,2,62,1917,56.158123,10.194984
"Willemoesgade 8, 2. mf","Aarhus N",8200,"2018-07-05",2776000,3,62,2014,56.170162,10.213205
"Frederiks Plads 8, 5. 9","Aarhus C",8000,"2018-07-05",2696000,2,61,2017,56.149246,10.208593
"Nordre Ringgade 112, 3. th","Aarhus N",8200,"2018-07-04",1260000,2,59,1930,56.174507,10.215128
"Trøjborgvej 2B, 3. tv","Aarhus N",8200,"2018-07-04",1400000,2,65,1930,56.168945,10.2185545
"Vestre Ringgade 198, 3. mf","Aarhus C",8000,"2018-07-04",2260000,2,65,1951,56.16866,10.1935835
"Helga Pedersens Gade 3, 8. 2","Aarhus C",8000,"2018-07-04",5500000,3,119,2014,56.16661,10.229147
"Ceres Allé 7, 3. 7","Aarhus C",8000,"2018-07-04",2700000,3,96,2016,56.15459,10.191217
"Åhusene 7, 5. 1","Aarhus C",8000,"2018-07-04",2998000,3,69,2013,56.15273,10.187806
"Teglværksgade 14, 2. th","Aarhus C",8000,"2018-07-03",2360000,2,62,1928,56.15926,10.1998205
"Ny Munkegade 38, 2","Aarhus C",8000,"2018-07-03",2350000,3,64,1897,56.162033,10.203251
"Jordbrovej 27, 2. 3","Aarhus N",8200,"2018-07-03",1250000,1,48,1963,56.174362,10.199836
"Samsøgade 84, 4. 11","Aarhus C",8000,"2018-07-03",19275000,2,62,1972,56.161877,10.200138
"Skovvejen 50, 1. th","Aarhus C",8000,"2018-07-03",4200000,4,104,1910,56.16868,10.219186
"Ceresbyen 46, 3. 2","Aarhus C",8000,"2018-07-03",2900000,3,70,2018,56.156498,10.19254
"Hjortensgade 40, 1","Aarhus C",8000,"2018-07-03",1970000,2,54,1896,56.15939,10.196672
"Marselisborg Allé 4A, 1. tv","Aarhus C",8000,"2019-11-04",2200000,2,54,1907,56.148083,10.207568
"Sølystgade 44, st","Aarhus C",8000,"2019-11-04",3000000,3,94,1897,56.162,10.204512
"Montanagade 66, 4. th","Aarhus C",8000,"2019-11-04",2322000,2,54,1897,56.145382,10.1997
"Østboulevarden 1, 1. tv","Aarhus C",8000,"2019-11-04",3400000,3,92,1895,56.163567,10.214439
"Skt. Anna Gade 45A, 1. tv","Aarhus C",8000,"2019-11-04",4830000,4,113,1900,56.145992,10.19878
"Nordre Ringgade 88, 1. th","Aarhus N",8200,"2019-11-04",1975000,2,72,1936,56.173492,10.212652
"Nørre Allé 54B, 1","Aarhus C",8000,"2019-11-04",2895000,3,68,1877,56.160015,10.204357
"P.P. Ørums Gade 10, 3. th","Aarhus C",8000,"2019-11-04",3275000,3,101,1935,56.140877,10.192358
"Silkeborgvej 122, 3. th","Aarhus C",8000,"2019-11-03",1642500,2,55,1938,56.156357,10.17984
"Edouard Suensons Gade 6, 5. p","Aarhus N",8200,"2019-11-03",1020000,2,67,1966,56.17092,10.217527
"Herluf Trolles Gade 46, 3. th","Aarhus N",8200,"2019-11-03",977500,2,57,1926,56.173042,10.215854
"Ceres Allé 7, 7. 7","Aarhus C",8000,"2019-11-03",3755000,4,96,2016,56.15459,10.191217
"Banegårdsgade 1, 4. 30","Aarhus C",8000,"2019-11-03",1750000,2,57,1956,56.15066,10.200121
"Vestervang 24, 4. mf","Aarhus C",8000,"2019-11-03",2298000,2,67,1986,56.164,10.193677
"Dalgas Avenue 17, 1. tv","Aarhus C",8000,"2019-11-02",4756000,4,123,1910,56.14358,10.201305
"Teglværksgade 14, kl","Aarhus C",8000,"2019-10-31",2400000,2,59,1928,56.15926,10.1998205
"Harald Jensens Plads 15, 1. th","Aarhus C",8000,"2019-10-31",1890000,2,66,1934,56.142937,10.189442
"Fåborggade 10, st. tv","Aarhus C",8000,"2019-10-31",3725000,4,120,1910,56.1437,10.20308
"Jordbrovej 27, 2. 1","Aarhus N",8200,"2019-10-31",1040000,1,28,1963,56.174362,10.199836
"Dronning Margrethes Vej 5, 4. th","Aarhus N",8200,"2019-10-31",3725000,4,92,1911,56.169247,10.218911
"Hjelmensgade 2, 4","Aarhus C",8000,"2019-10-30",3695000,4,137,1950,56.16164,10.210431
"Langenæs Allé 35, 3. mf","Aarhus C",8000,"2019-10-30",1565000,2,60,1968,56.141315,10.182547
"Frederiks Allé 75C, 2. th","Aarhus C",8000,"2019-10-30",3150000,3,98,1926,56.148716,10.19821
"Vestervang 20, 5. mf","Aarhus C",8000,"2019-10-29",2300000,2,67,1986,56.163837,10.1947565
"Falstersgade 42, 3. tv","Aarhus C",8000,"2019-10-29",1200000,2,52,1902,56.16417,10.199632
"Ny Munkegade 71, 2. tv","Aarhus C",8000,"2019-10-29",3185000,3,116,1901,56.163006,10.20197
"Nørre Allé 37, st. th","Aarhus C",8000,"2019-10-29",2820000,3,76,1912,56.15968,10.203379
"Frederiks Allé 105C, st","Aarhus C",8000,"2019-10-29",2148000,2,48,2013,56.147537,10.196597
"Nordborggade 38, st. tv","Aarhus C",8000,"2019-10-29",2320000,3,77,1952,56.146267,10.18485
"Marius Simonsens Vej 13, st. th","Aarhus N",8200,"2019-10-29",2200000,3,69,1954,56.175743,10.204738
"Sølystgade 39, 2","Aarhus C",8000,"2019-10-29",2498000,2,54,1897,56.16194,10.204979
"Banegårdsgade 16, 4. a","Aarhus C",8000,"2019-10-28",1885000,2,54,1962,56.150326,10.200828
"Ny Munkegade 32, 4. tv","Aarhus C",8000,"2019-10-28",1930000,2,67,1897,56.16182,10.203398
"Teglværksgade 18, 4. th","Aarhus C",8000,"2019-10-28",2218000,2,57,1928,56.15949,10.199933
"Marselis Boulevard 73, 1. th","Aarhus C",8000,"2019-10-28",1575000,2,64,1933,56.139454,10.193546
"Kroghsgade 10, st","Aarhus C",8000,"2019-10-28",2400000,2,61,1885,56.145493,10.196264
"Vestervang 25E, st. th","Aarhus C",8000,"2019-10-28",2360000,2,73,1985,56.164124,10.192022
"Skovgaardsgade 14, 3. tv","Aarhus C",8000,"2017-09-28",2000000,3,74,1925,56.15444,10.194939
"Ceresbyen 48, 3. 4","Aarhus C",8000,"2017-09-28",2125000,2,52,2018,56.156353,10.192664
"Åhusene 5, 9. 2","Aarhus C",8000,"2017-09-28",4250000,3,108,2013,56.152634,10.188483
"Herningvej 15, 3. th","Aarhus C",8000,"2017-09-27",2950000,4,94,1931,56.15817,10.190688
"Frederiksbjerg Torv 10, 2","Aarhus C",8000,"2017-09-27",2998000,3,78,1901,56.146465,10.192236
"Brammersgade 27, 1","Aarhus C",8000,"2017-09-27",1925000,2,50,1890,56.14731,10.204561
"Lundingsgade 26, 3. tv","Aarhus C",8000,"2017-09-27",2000000,2,54,1917,56.14533,10.194955
"Frederiks Allé 137, 1","Aarhus C",8000,"2017-09-27",1322500,2,55,1902,56.14639,10.194406
"Helga Pedersens Gade 7, st. 1","Aarhus C",8000,"2017-09-27",4749000,3,113,2014,56.166706,10.229692
"Vestervang 7, 5. 754","Aarhus C",8000,"2017-09-26",2325000,3,75,1970,56.16203,10.195057
"Tøndergade 98, 2. tv","Aarhus C",8000,"2017-09-26",1995000,3,74,1957,56.13989,10.179608
"Søndre Ringgade 61, 2. th","Aarhus C",8000,"2017-09-26",1950000,2,69,1938,56.14526,10.18693
"Marselisborg Allé 20, 1","Aarhus C",8000,"2017-09-26",2675000,3,77,1896,56.146923,10.20658
"Trøjborgvej 22, st. th","Aarhus N",8200,"2017-09-26",1550000,2,50,1900,56.169476,10.215292
"Banegårdsgade 1, 3. 20","Aarhus C",8000,"2017-09-26",1398000,2,37,1956,56.15066,10.200121
"Skt. Nicolaus Gade 3, 4. 22","Aarhus C",8000,"2017-09-26",2500000,2,62,1969,56.151073,10.199332
"Vester Allé 24A, st. tv","Aarhus C",8000,"2017-09-26",1800000,4,93,1899,56.15747,10.198834
"Irma Pedersens Gade 29, 5. th","Aarhus C",8000,"2017-09-26",6175000,5,145,2019,56.16333,10.228014
"Nørre Allé 76B","Aarhus C",8000,"2017-09-26",100000,3,97,1920,56.159843,10.202806
"Esther Aggebos Gade 16, 3. 3","Aarhus C",8000,"2017-09-26",3950000,2,88,2017,56.16668,10.226298
"Åhusene 7, 6. 4","Aarhus C",8000,"2017-09-26",1800000,2,55,2013,56.15273,10.187806
"Vestre Ringgade 158, 1. th","Aarhus C",8000,"2017-09-25",2300000,3,72,1948,56.166466,10.189589
"Jens Baggesens Vej 106, 2. th","Aarhus N",8200,"2017-09-25",2775000,4,100,1968,56.170662,10.197363
"Bissensgade 16, st. tv","Aarhus C",8000,"2017-09-25",1550000,2,66,2007,56.15532,10.196565
"Marius Simonsens Vej 13, 2. th","Aarhus N",8200,"2017-09-25",2098000,3,69,1954,56.175743,10.204738
"Olfert Fischers Gade 5, 2. 3","Aarhus N",8200,"2017-09-25",2050000,3,59,1943,56.17417,10.211275
"Esther Aggebos Gade 4, 8. 2","Aarhus C",8000,"2017-09-25",4700000,3,119,2017,56.16637,10.226709
"Vestervang 19, 2. mf","Aarhus C",8000,"2017-09-24",1881000,2,66,1986,56.16378,10.195031
"Irma Pedersens Gade 25, st. 3","Aarhus C",8000,"2017-09-24",2500000,2,55,2019,56.16339,10.228459
"Irma Pedersens Gade 15, 6. 1","Aarhus C",8000,"2017-09-24",4800000,3,103,2019,56.163555,10.228079
"Esther Aggebos Gade 16, 2. 2","Aarhus C",8000,"2017-09-24",2500000,2,67,2017,56.16668,10.226298
"Esther Aggebos Gade 4, 2. 2","Aarhus C",8000,"2017-09-23",2800000,2,85,2017,56.16637,10.226709
"Bissensgade 13, 3. th","Aarhus C",8000,"2017-09-21",2300000,2,59,1920,56.15509,10.196532
"Kirkegårdsvej 7, 1. th","Aarhus C",8000,"2017-09-21",1105000,2,57,1886,56.164127,10.210506
"Jerichausgade 12, st. tv","Aarhus C",8000,"2017-09-20",2525000,3,73,1918,56.15453,10.196483
"Jægergårdsgade 132, 2","Aarhus C",8000,"2017-11-22",1615000,4,86,1895,56.14835,10.206619
"Ceres Allé 7, 8. 6","Aarhus C",8000,"2017-11-22",1581392,3,97,2016,56.15459,10.191217
"Marstrandsgade 2, 2. th","Aarhus C",8000,"2017-11-22",1465000,1,43,1902,56.155155,10.198652
"Åhusene 7, 5. 3","Aarhus C",8000,"2017-11-22",2340000,2,52,2013,56.15273,10.187806
"Montanagade 66, 5. tv","Aarhus C",8000,"2017-11-22",2200000,2,60,1897,56.145382,10.1997
"Mejlgade 72, 3. th","Aarhus C",8000,"2017-11-21",3850000,3,108,1931,56.160915,10.213933
"Vestre Ringgade 216, st. tv","Aarhus C",8000,"2017-11-21",1065000,3,73,1950,56.1694,10.195474
"Vestervang 2, 2. 221","Aarhus C",8000,"2017-11-21",4900000,4,106,1970,56.161762,10.194694
"Ny Banegårdsgade 53, 2. tv","Aarhus C",8000,"2017-11-21",2635000,3,89,1936,56.15117,10.20704
"Klostergade 2, 3. 4","Aarhus C",8000,"2017-11-20",2351000,3,66,1899,56.15898,10.209298
"Borggade 3, 2. th","Aarhus C",8000,"2017-11-20",1650000,2,72,1934,56.159485,10.208619
"J.M. Mørks Gade 5, 4. th","Aarhus C",8000,"2017-11-20",3290000,3,80,1913,56.15476,10.203538
"Ceresbyen 40, st. 2","Aarhus C",8000,"2017-11-20",2950000,3,86,2017,56.156464,10.191863
"Chr. Wærums Gade 20, 3. tv","Aarhus C",8000,"2017-11-20",2250000,2,66,1933,56.14266,10.192689
"Falstersgade 6, 3. tv","Aarhus C",8000,"2017-11-19",2698000,3,71,1900,56.163082,10.201215
"Ny Munkegade 71, st. tv","Aarhus C",8000,"2017-11-19",1254600,3,76,1901,56.163006,10.20197
"Dagmar Petersens Gade 94, 9. 1","Aarhus C",8000,"2017-11-19",10300000,4,192,2017,56.166992,10.227889
"Janus La Cours Gade 6, 5","Aarhus C",8000,"2017-11-17",3098000,3,76,1928,56.157597,10.197654
"Kystvejen 23, 1. tv","Aarhus C",8000,"2017-11-16",2300000,4,111,1901,56.15926,10.213645
"Vestre Ringgade 204, 2. th","Aarhus C",8000,"2017-11-16",2398000,3,83,1950,56.168884,10.194126
"Tage-Hansens Gade 15, 3. tv","Aarhus C",8000,"2017-11-16",2450000,3,79,1945,56.158123,10.184217
"Skt. Pauls Gade 19, 2. tv","Aarhus C",8000,"2017-11-16",3400000,3,93,1905,56.146187,10.201919
"Tordenskjoldsgade 40, 3. tv","Aarhus N",8200,"2017-11-16",3300000,3,92,1930,56.17146,10.216495
"Irma Pedersens Gade 15, 8. 1","Aarhus C",8000,"2017-11-16",5000000,3,103,2019,56.163555,10.228079
"Vestre Ringgade 48, 3. th","Aarhus C",8000,"2017-11-15",2064500,2,66,1940,56.157433,10.183222
"Tøndergade 98, 1. th","Aarhus C",8000,"2017-11-15",1750000,2,76,1957,56.13989,10.179608
"Møllegade 7A, 3. 4","Aarhus C",8000,"2017-11-15",2398000,2,63,1995,56.156868,10.201302
"Vestervang 38, st. 3801","Aarhus C",8000,"2017-11-15",3830000,3,114,1969,56.16477,10.188885
"Valdemars Have 26, 3. mf","Aarhus C",8000,"2017-11-15",3225000,3,76,2019,56.151485,10.197303
"Silkeborgvej 164, 1. tv","Aarhus C",8000,"2017-11-14",1275000,2,50,1939,56.156353,10.17777
"Knudrisgade 32, 4","Aarhus C",8000,"2017-11-14",4100000,5,125,1896,56.16284,10.213493
"Tage-Hansens Gade 5, st. th","Aarhus C",8000,"2017-11-14",1875000,2,64,1945,56.15747,10.184175
"Vestre Ringgade 198, 1. th","Aarhus C",8000,"2017-11-14",1590000,2,58,1951,56.16866,10.1935835
"Tage-Hansens Gade 11, 4. th","Aarhus C",8000,"2017-11-14",2336500,3,77,1945,56.157856,10.184194
"Banegårdsgade 1, 3. 22","Aarhus C",8000,"2017-11-14",1076618,2,57,1956,56.15066,10.200121
"Ceresbyen 40, 1. 3","Aarhus C",8000,"2017-11-14",3300000,3,95,2017,56.156464,10.191863
"Dagmar Petersens Gade 92A, st","Aarhus C",8000,"2017-11-14",1825000,2,57,2017,56.166862,10.2273655
"Skernvej 12, 2. th","Aarhus C",8000,"2017-11-13",3550000,3,95,1931,56.157784,10.189259
"Frederiksgade 9, 4. 4","Aarhus C",8000,"2017-11-13",3175000,3,91,2005,56.156067,10.20666
"Frederiksgade 48A, 1. 6","Aarhus C",8000,"2017-11-13",3848000,4,95,1873,56.155117,10.204347
"Jægergårdsgade 116, 1. 1","Aarhus C",8000,"2017-11-13",2248000,2,72,1890,56.147404,10.205401
"Skanderborgvej 88, 1. 2","Aarhus C",8000,"2017-11-13",1900000,2,62,1942,56.14029,10.181922
"Willemoesgade 3, 1. tv","Aarhus N",8200,"2020-02-03",2398000,3,61,1917,56.17004,10.212723
"Grønnegade 87, st. th","Aarhus C",8000,"2020-02-03",2025000,2,56,1917,56.16002,10.200526
"Kjeld Tolstrups Gade 20, 4. th","Aarhus C",8000,"2020-02-03",3300000,3,82,2020,56.154457,10.193989
"J.M. Mørks Gade 10, 2","Aarhus C",8000,"2020-02-02",4220000,5,118,1900,56.15494,10.203472
"St.St. Blichers Gade 22, 1","Aarhus C",8000,"2020-02-02",1750000,4,73,1895,56.147633,10.206211
"Vestre Ringgade 222, 4. th","Aarhus C",8000,"2020-02-02",2350000,3,85,1947,56.169674,10.1963
"Falstersgade 10A, 3. tv","Aarhus C",8000,"2020-02-02",2045000,2,55,1925,56.163063,10.200677
"Skovvejen 9, st. th","Aarhus C",8000,"2020-02-02",2300000,2,77,1937,56.163975,10.216441
"Ove Gjeddes Gade 5, st. tv","Aarhus N",8200,"2020-01-31",1195000,1,36,1938,56.170315,10.216931
"Falstersgade 46, 4. tv","Aarhus C",8000,"2020-01-31",2450000,2,70,1935,56.164326,10.199408
"Janus La Cours Gade 14, st. tv","Aarhus C",8000,"2020-01-30",2601001,2,67,1984,56.157166,10.19706
"Odensegade 43, 2. tv","Aarhus C",8000,"2020-01-30",2035000,2,51,1902,56.14503,10.200372
"Helgolandsgade 20, st","Aarhus C",8000,"2020-01-30",2300000,3,71,1886,56.148487,10.200972
"Assensgade 18, 3. tv","Aarhus C",8000,"2020-01-30",4165000,4,102,1909,56.14316,10.205155
"Valdemars Have 26, st. 4","Aarhus C",8000,"2020-01-30",2775000,2,71,2019,56.151485,10.197303
"Vestervang 33, 4. th","Aarhus C",8000,"2020-01-29",2595000,3,69,1983,56.164505,10.191551
"Vestre Ringgade 204, 5. tv","Aarhus C",8000,"2020-01-29",2750000,3,73,1950,56.168884,10.194126
"Hendrik Pontoppidans Gade 26, kl","Aarhus C",8000,"2020-01-29",1770000,2,64,1908,56.143288,10.205371
"J. Michaelsens Gade 8, 3. th","Aarhus C",8000,"2020-01-29",1500000,2,62,1911,56.143734,10.202532
"Skovvejen 19A, 2","Aarhus C",8000,"2020-01-29",4325000,4,118,1912,56.16462,10.21703
"Vestergade 56D, st. 2","Aarhus C",8000,"2020-01-29",850000,2,72,1895,56.158047,10.201046
"Åhusene 4, 4. 3","Aarhus C",8000,"2020-01-28",2325000,2,52,2011,56.153023,10.188655
"Skt. Nicolaus Gade 3, 4. 18","Aarhus C",8000,"2020-01-28",2430000,2,66,1969,56.151073,10.199332
"Frederiksbjerg Torv 3, 4. th","Aarhus C",8000,"2020-01-27",1480000,2,47,1902,56.14595,10.192428
"Nørre Allé 80, kl","Aarhus C",8000,"2020-01-27",1150000,2,44,1893,56.15954,10.201992
"Åhusene 4, 1. 3","Aarhus C",8000,"2020-01-27",2298000,2,52,2011,56.153023,10.188655
"Vestervang 7, 3. 734","Aarhus C",8000,"2020-01-26",2850000,3,75,1970,56.16203,10.195057
"Åboulevarden 56, 2","Aarhus C",8000,"2020-01-26",2650000,3,77,1902,56.156643,10.20784
"Ny Munkegade 68, 1. tv","Aarhus C",8000,"2020-01-26",525000,2,49,1900,56.16338,10.202176
"Skovvejen 46M, 1. tv","Aarhus C",8000,"2020-01-26",2998000,3,90,1900,56.168015,10.219246
"Østboulevarden 33, 2","Aarhus C",8000,"2020-01-26",2010000,2,52,1898,56.164833,10.212471
"Helga Pedersens Gade 1, 2. 3","Aarhus C",8000,"2020-01-26",3900000,3,107,2014,56.16648,10.229388
"Langelandsgade 220, 2. th","Aarhus N",8200,"2020-01-26",883800,2,63,1937,56.17384,10.20253
"Irma Pedersens Gade 87, 10. 3","Aarhus C",8000,"2020-01-26",8800000,5,168,2019,56.16259,10.228645
"Søndre Ringgade 7, 4. tv","Aarhus C",8000,"2020-01-25",3600000,4,111,1933,56.141254,10.193184
"Carl Blochs Gade 43, 3. 3","Aarhus C",8000,"2020-01-25",2225000,2,51,2020,56.15424,10.193208
"Fåborggade 15, 3. th","Aarhus C",8000,"2020-01-25",2575000,2,60,1911,56.143257,10.202725
"Silkeborgvej 176, 2. tv","Aarhus C",8000,"2020-01-24",1650000,2,54,1939,56.15658,10.177204
"Vestervang 37, 1. 3713","Aarhus C",8000,"2017-03-28",4920000,4,131,1969,56.164673,10.189488
"Kongsvang Allé 20, st. tv","Aarhus C",8000,"2017-03-28",2349000,3,78,1939,56.139935,10.18591
"Helga Pedersens Gade 17, 4. 2","Aarhus C",8000,"2017-03-28",2798000,3,63,2012,56.166306,10.229337
"Ceresbyen 37, 5. 2","Aarhus C",8000,"2017-03-28",1900000,2,50,2017,56.156746,10.1917095
"Ceresbyen 44, 1. 4","Aarhus C",8000,"2017-03-28",2075000,2,53,2017,56.156128,10.19216
"Ceresbyen 44, 3. 3","Aarhus C",8000,"2017-03-28",2125000,2,53,2017,56.156128,10.19216
"Mariane Thomsens Gade 36, 3. 4","Aarhus C",8000,"2017-03-28",4198000,5,145,2013,56.165173,10.229845
"Bernhardt Jensens Boulevard 111, 2. 2","Aarhus C",8000,"2017-03-28",2600000,2,68,2017,56.16679,10.226766
"Jordbrovej 25, 2. 1","Aarhus N",8200,"2017-03-27",1548000,2,51,1963,56.174274,10.199806
"Nørre Allé 87, 3. th","Aarhus C",8000,"2017-03-27",1980000,2,48,1897,56.158367,10.200123
"Sejrøgade 18, 3. th","Aarhus C",8000,"2017-03-27",3125000,3,84,1930,56.159912,10.197779
"Bernhardt Jensens Boulevard 87, 7. th","Aarhus C",8000,"2017-03-27",3495000,4,115,2016,56.165497,10.225305
"Møllevejen 27, kl. tv","Aarhus C",8000,"2017-03-27",2150000,3,96,1969,56.159046,10.194502
"Frederiks Allé 28, 4. e","Aarhus C",8000,"2017-03-26",4660000,4,125,1986,56.15063,10.199023
"Frederiksbjerg Torv 3, st. tv","Aarhus C",8000,"2017-03-26",1775000,2,56,1902,56.14595,10.192428
"Skanderborgvej 92, st. 2","Aarhus C",8000,"2017-03-26",1715000,3,62,1943,56.139935,10.181455
"Strandparken 33, 2. tv","Aarhus C",8000,"2017-03-26",3648000,3,93,1937,56.14367,10.206856
