"address","city","zip_code","sold_date","price","rooms","size","build_year","latitude","longitude"
"Vestervang 20, 4. mf","Aarhus C",8000,"2019-11-12",2250000,2,67,1986,56.163837,10.1947565
"Fynsgade 30, st. tv","Aarhus C",8000,"2019-11-12",1945000,2,68,1900,56.163746,10.200446
"Fynsgade 30, 3. tv","Aarhus C",8000,"2019-11-12",1742500,4,93,1900,56.163746,10.200446
"Lundingsgade 26, 1. tv","Aarhus C",8000,"2019-11-12",2025000,2,54,1917,56.14533,10.194955
"Vesterbrogade 26B, 1","Aarhus C",8000,"2019-11-12",5097500,1,159,1910,56.158092,10.195939
"Ny Munkegade 72, st","Aarhus C",8000,"2019-11-12",2900000,3,82,1900,56.16353,10.20203
"Tietgens Plads 6, 4","Aarhus C",8000,"2019-11-12",3860000,3,112,1910,56.144802,10.20348
"Vestre Ringgade 212, 5. tv","Aarhus C",8000,"2019-11-11",1900000,3,68,1950,56.169266,10.19507
"Falstersgade 41B, 1. tv","Aarhus C",8000,"2019-11-11",3475000,4,108,1968,56.163906,10.198709
"Ivar Huitfeldts Gade 72, 2. th","Aarhus N",8200,"2019-11-11",2950000,3,88,1931,56.17384,10.2142515
"Grønnegade 82, 3. 22","Aarhus C",8000,"2019-11-10",900000,1,51,1970,56.16098,10.199785
"Vester Allé 7, 3. 4","Aarhus C",8000,"2019-11-10",2000000,2,86,1900,56.154808,10.19937
"Nordborggade 47, 1. tv","Aarhus C",8000,"2019-11-10",1875000,3,90,1961,56.145493,10.184635
"Graven 12, 2","Aarhus C",8000,"2019-11-10",2350000,3,89,1887,56.158604,10.210887
"Finderupvej 2A, 1. th","Aarhus C",8000,"2019-11-10",2450000,3,82,2009,56.155025,10.182293
"Augustenborggade 3, 5. th","Aarhus C",8000,"2019-11-07",2225000,2,60,1938,56.14674,10.185132
"Nørre Allé 42N","Aarhus C",8000,"2019-11-07",2390000,1,30,1990,56.160786,10.20483
"Montanagade 5, st","Aarhus C",8000,"2019-11-07",2300000,2,55,1880,56.147633,10.200049
"Hans Broges Gade 8, st. tv","Aarhus C",8000,"2019-11-07",2534300,3,80,1905,56.144,10.204159
"Janus La Cours Gade 4, 4. tv","Aarhus C",8000,"2019-11-07",3650000,4,94,1928,56.1577,10.197818
"Christiansgade 8, 3","Aarhus C",8000,"2019-11-07",5595000,5,150,1924,56.154663,10.202515
"Valdemars Have 5, 3. tv","Aarhus C",8000,"2019-11-07",5025000,3,124,2019,56.151146,10.197222
"Steen Billes Gade 13, 2. tv","Aarhus N",8200,"2019-11-06",1020000,2,59,1930,56.174454,10.215256
"Klostergade 19, 3. 1","Aarhus C",8000,"2019-11-06",1375000,1,37,1999,56.158905,10.208311
"Ove Gjeddes Gade 3, 3. tv","Aarhus N",8200,"2019-11-06",2300000,2,67,1937,56.170204,10.21687
"Marselis Boulevard 36, 7. tv","Aarhus C",8000,"2019-11-06",4250000,4,118,1967,56.141357,10.198602
"Skanderborgvej 17, st. th","Aarhus C",8000,"2019-11-06",935000,2,66,1938,56.141132,10.1848135
"Grete Løchtes Gade 6, 6. th","Aarhus C",8000,"2019-11-06",3840000,3,99,2016,56.165726,10.22472
"Niels Juels Gade 16, 4. th","Aarhus N",8200,"2019-11-06",1650000,2,43,1921,56.169876,10.217462
"Ceres Allé 7, 14. 6","Aarhus C",8000,"2019-11-06",4150000,3,97,2016,56.15459,10.191217
"Ceresbyen 36, 4. 3","Aarhus C",8000,"2019-11-06",4800000,3,104,2017,56.156067,10.191401
"Skovvangsvej 192, 2. tv","Aarhus N",8200,"2019-11-05",2000000,2,56,2002,56.17461,10.215932
"Assensgade 21, 2. tv","Aarhus C",8000,"2019-11-05",3800000,3,107,1951,56.142536,10.202828
"Marstrandsgade 12, 2","Aarhus C",8000,"2019-11-05",2200000,3,90,1900,56.15483,10.198041
"Saltholmsgade 33, 1. tv","Aarhus C",8000,"2019-11-05",1580000,2,51,1900,56.158424,10.194907
"Grete Løchtes Gade 2, 8. th","Aarhus C",8000,"2019-11-05",3650000,3,93,2016,56.16548,10.225142
"Valdemars Have 7, 3. tv","Aarhus C",8000,"2019-11-05",5000000,4,125,2019,56.15125,10.196871
"Jens Baggesens Vej 100, 6. th","Aarhus N",8200,"2019-11-04",2100000,3,85,1968,56.170532,10.196567
"Skanderborgvej 35, 2. tv","Aarhus C",8000,"2019-11-04",2045000,2,71,1938,56.14035,10.183439
"Aldersrovej 4, 5. th","Aarhus N",8200,"2017-01-01",2100000,3,64,1935,56.170216,10.212185
"Frederiks Allé 104, 1","Aarhus C",8000,"2017-01-01",2650000,3,72,1898,56.1481,10.196232
"Heibergsgade 2, 2. tv","Aarhus C",8000,"2017-01-01",2340000,3,70,1890,56.147022,10.2072
"Sjællandsgade 54, st","Aarhus C",8000,"2017-01-01",2975000,4,78,1876,56.16212,10.207461
"Skovvangsvej 194, 4. th","Aarhus N",8200,"2017-01-01",13690000,2,53,1960,56.174576,10.216086
"Silkeborgvej 3, 2. 3","Aarhus C",8000,"2017-01-01",2375000,3,68,2017,56.15684,10.191343
"Ceresbyen 46, 2. 4","Aarhus C",8000,"2018-08-12",2450000,2,66,2018,56.156498,10.19254
"Esther Aggebos Gade 4, 2. 1","Aarhus C",8000,"2018-08-12",6700000,4,198,2017,56.16637,10.226709
"Esther Aggebos Gade 16, 2. 3","Aarhus C",8000,"2018-08-12",4900000,4,128,2017,56.16668,10.226298
"Ceresbyen 32, 1. 3","Aarhus C",8000,"2018-08-12",3500000,3,83,2017,56.155865,10.191871
"Ceresbyen 44, 1. 2","Aarhus C",8000,"2018-08-11",4250000,3,95,2017,56.156128,10.19216
"Vestervang 40, 7. 4074","Aarhus C",8000,"2018-08-09",2875000,3,75,1969,56.164917,10.189939
"Gebauersgade 4, 1. 4","Aarhus C",8000,"2018-08-09",2150000,2,54,1988,56.151745,10.195352
"Lundingsgade 13, 2. tv","Aarhus C",8000,"2018-08-09",3175000,3,85,1901,56.146347,10.1954365
"Banegårdsgade 16, 1. d3","Aarhus C",8000,"2018-08-08",1649000,2,49,1962,56.150326,10.200828
"Kaserneboulevarden 17, 3. th","Aarhus C",8000,"2018-08-08",2518000,2,68,1933,56.1647,10.19972
"Marselis Boulevard 36, 12. mf","Aarhus C",8000,"2018-08-08",1275000,1,46,1967,56.141357,10.198602
"Ceresbyen 42, 4. 1","Aarhus C",8000,"2018-08-08",3750000,3,76,2017,56.1563,10.191969
"Nordborggade 1, 3. th","Aarhus C",8000,"2018-08-08",1820000,2,60,1958,56.1439,10.186858
"Bülowsgade 64, 3. th","Aarhus C",8000,"2018-08-08",1450000,2,47,1907,56.14515,10.202239
"Søndre Ringgade 37, 2. th","Aarhus C",8000,"2018-08-07",3475000,4,127,1933,56.14312,10.190089
"Skernvej 12, 4. tv","Aarhus C",8000,"2018-08-07",4111500,4,122,1931,56.157784,10.189259
"Schleppegrellsgade 18A, st. th","Aarhus C",8000,"2018-08-07",2370000,2,69,1933,56.14748,10.192434
"Otte Ruds Gade 11, 1. tv","Aarhus N",8200,"2018-08-07",1498000,1,52,1939,56.1713,10.218406
"Carl Blochs Gade 55, 2. 3","Aarhus C",8000,"2018-08-07",2100000,2,51,2020,56.153927,10.192687
"Helga Pedersens Gade 13, st. 1","Aarhus C",8000,"2018-08-07",1600000,2,58,2012,56.166367,10.229852
"Lollandsgade 30, st. th","Aarhus C",8000,"2018-08-06",976500,3,72,1894,56.16042,10.201942
"Otte Ruds Gade 44B, st. tv","Aarhus N",8200,"2018-08-06",2150000,2,61,1934,56.1724,10.21526
"Mønsgade 10, 3. th","Aarhus C",8000,"2018-08-06",2150000,2,52,1898,56.158234,10.194885
"Vestervang 9, 7. 973","Aarhus C",8000,"2018-08-06",2950000,3,74,1970,56.162228,10.193816
"Åparken 8, 1. 4","Aarhus C",8000,"2018-08-06",2700000,3,82,2001,56.154118,10.188255
"Åhusene 7, 7. 5","Aarhus C",8000,"2018-08-06",2525000,2,58,2013,56.15273,10.187806
"Esther Aggebos Gade 10, 1. 1","Aarhus C",8000,"2018-08-06",2450000,2,63,2017,56.166588,10.226433
"Vester Allé 24A, 3. tv","Aarhus C",8000,"2018-08-06",2665000,3,61,1899,56.15747,10.198834
"Carl Blochs Gade 25, 5. tv","Aarhus C",8000,"2018-08-06",2300000,3,56,1919,56.155323,10.194632
"Esther Aggebos Gade 4, 6. 3","Aarhus C",8000,"2018-08-06",4350000,3,113,2017,56.16637,10.226709
"Esther Aggebos Gade 10, 2. 1","Aarhus C",8000,"2018-08-06",2500000,2,63,2017,56.166588,10.226433
"Hans Hartvig Seedorffs Stræde 18A, 1. th","Aarhus C",8000,"2018-08-06",916300,2,52,1960,56.15356,10.203852
"Odensegade 33, 1","Aarhus C",8000,"2018-08-05",3000000,3,69,1901,56.14512,10.201535
"Ceresbyen 31, 4. 4","Aarhus C",8000,"2018-08-05",3750000,3,91,2017,56.156517,10.190962
"Ceresbyen 52, st. 1","Aarhus C",8000,"2018-08-05",6300000,4,137,2018,56.15625,10.193199
"Vestervang 24, 2. tv","Aarhus C",8000,"2018-08-05",2275000,2,72,1986,56.164,10.193677
"Valdemars Have 7, 4. mf","Aarhus C",8000,"2018-08-05",3550000,3,76,2019,56.15125,10.196871
"Østbanetorvet 4, st. tv","Aarhus C",8000,"2018-08-04",1965000,2,70,1895,56.16363,10.215728
"Åboulevarden 55, 5. th","Aarhus C",8000,"2018-08-04",2740000,2,64,1928,56.155956,10.204189
"Bernhardt Jensens Boulevard 123, 4. 2","Aarhus C",8000,"2018-08-04",3810000,2,88,2017,56.166744,10.227419
"Falstersgade 3, st. tv","Aarhus C",8000,"2018-08-03",2770000,3,73,1902,56.16297,10.201631
"Finsensgade 73, st. tv","Aarhus N",8200,"2018-08-03",1795000,2,55,1951,56.17586,10.205507
"Borggade 7, 2. th","Aarhus C",8000,"2018-08-02",3350000,3,100,1934,56.159794,10.208634
"Skovgaardsgade 6, st. tv","Aarhus C",8000,"2018-03-16",1500000,2,52,1927,56.15407,10.195768
"Brendstrupvej 25, 2. tv","Aarhus N",8200,"2018-03-15",2610000,4,84,1967,56.174744,10.199477
"Ove Gjeddes Gade 2, 4. tv","Aarhus N",8200,"2018-03-15",2215000,2,60,1938,56.17003,10.217187
"Nordborggade 51, 2. th","Aarhus C",8000,"2018-03-15",1532500,2,73,1961,56.145466,10.184147
"Skovvejen 36, 3","Aarhus C",8000,"2018-03-15",2422500,3,100,2003,56.167614,10.218652
"Irma Pedersens Gade 87, 9. 3","Aarhus C",8000,"2018-03-15",10000000,6,203,2019,56.16259,10.228645
"Frederiks Plads 8, 2. 4","Aarhus C",8000,"2018-03-15",3648000,3,79,2017,56.149246,10.208593
"Herluf Trolles Gade 34, 1","Aarhus N",8200,"2018-03-14",2395000,2,61,1933,56.17285,10.217437
"Dronning Margrethes Vej 23, 4. th","Aarhus N",8200,"2018-03-14",2983000,4,79,1912,56.170406,10.219475
"Frederiks Plads 8, 4. 3","Aarhus C",8000,"2018-03-14",3955000,3,91,2017,56.149246,10.208593
"Ceresbyen 48, 2. 4","Aarhus C",8000,"2018-03-14",2150000,2,52,2018,56.156353,10.192664
"Ceresbyen 46, 2. 1","Aarhus C",8000,"2018-03-14",2150000,2,51,2018,56.156498,10.19254
"Nordre Ringgade 100, 3. tv","Aarhus N",8200,"2018-03-13",2595000,3,76,1934,56.174065,10.214022
"Lundingsgade 28, 2. th","Aarhus C",8000,"2018-03-13",2305000,2,65,1912,56.145218,10.194949
"Thunøgade 19, 1","Aarhus C",8000,"2018-03-13",3585000,3,92,1891,56.161198,10.205378
"Frederiks Plads 8, 1. 5","Aarhus C",8000,"2018-03-13",14750000,2,63,2017,56.149246,10.208593
"Esther Aggebos Gade 12, st","Aarhus C",8000,"2018-03-13",3700000,5,134,2017,56.166622,10.226398
"Lundbyesgade 24, 2. th","Aarhus C",8000,"2018-03-12",2010000,2,58,1920,56.154842,10.194871
"Thunøgade 21, 4. tv","Aarhus C",8000,"2018-03-12",3925000,4,97,1912,56.161148,10.205098
"Mejlgade 88, 1","Aarhus C",8000,"2018-03-12",2698000,3,76,1899,56.161964,10.214882
"Vestergade 82, 3. tv","Aarhus C",8000,"2018-03-11",2575000,3,81,1920,56.15704,10.1979
"Strandparken 14, st. th","Aarhus C",8000,"2018-03-11",3850000,4,97,1935,56.144245,10.20626
"Eckersbergsgade 21, 2. th","Aarhus C",8000,"2018-03-11",1550000,1,50,1936,56.151684,10.195848
"Chr. Wærums Gade 20, 1. th","Aarhus C",8000,"2018-03-11",3600000,3,86,1933,56.14266,10.192689
"Rosensgade 30B, 2. tv","Aarhus C",8000,"2018-03-11",1898000,2,56,1846,56.158104,10.209835
"Max Müllers Gade 2B, 2. tv","Aarhus C",8000,"2018-03-11",1875000,4,102,1927,56.144978,10.189902
"Skt. Nicolaus Gade 3, 4. 2","Aarhus C",8000,"2018-03-11",4050000,3,96,1969,56.151073,10.199332
"Bogensegade 9, 4. th","Aarhus C",8000,"2018-03-10",2485000,2,51,1910,56.14406,10.201403
"Tage-Hansens Gade 11, 4. tv","Aarhus C",8000,"2018-03-10",2652600,3,79,1945,56.157856,10.184194
"Åhusene 4, 4. 4","Aarhus C",8000,"2018-03-10",1360000,2,55,2011,56.153023,10.188655
"Gustav Wieds Vej 25, 3. th","Aarhus C",8000,"2018-03-08",2498000,3,69,1952,56.169052,10.196108
"Nordborggade 31, 1. 4","Aarhus C",8000,"2018-03-08",900000,1,39,1960,56.14493,10.185543
"Frederiks Plads 16, 2. 6","Aarhus C",8000,"2018-03-08",2398000,2,55,2017,56.148922,10.208356
"Åhusene 9, 5. 2","Aarhus C",8000,"2018-03-07",2875000,3,68,2014,56.15282,10.187249
"Skt. Nicolaus Gade 3, 3. 20","Aarhus C",8000,"2018-03-07",1147500,3,64,1969,56.151073,10.199332
"Skovvangsvej 26, 2. th","Aarhus N",8200,"2018-03-06",1995000,3,71,1955,56.176453,10.202287
"Nordre Ringgade 98, 4. 1","Aarhus N",8200,"2018-03-06",724000,3,99,1936,56.17385,10.2135
"Fåborggade 15, 4. th","Aarhus C",8000,"2018-03-06",2110000,2,50,1911,56.143257,10.202725
"Vestervang 9, 5. 952","Aarhus C",8000,"2018-09-26",4995000,4,114,1970,56.162228,10.193816
"Mejlgade 89, 4. tv","Aarhus C",8000,"2018-09-26",2998000,3,75,1900,56.16198,10.214593
"Marselis Boulevard 69, 2. th","Aarhus C",8000,"2018-09-25",1300000,3,64,1933,56.13968,10.193495
"Tage-Hansens Gade 13, 4. tv","Aarhus C",8000,"2018-09-25",2525000,3,77,1945,56.15798,10.1842
"Dannebrogsgade 6, 2","Aarhus C",8000,"2018-09-25",4025000,4,100,1899,56.14595,10.194318
"Max Müllers Gade 2B, 4. th","Aarhus C",8000,"2018-09-25",3275000,4,98,1927,56.144978,10.189902
"Frederiksbjerg Torv 7, 3. th","Aarhus C",8000,"2018-09-24",3450000,4,99,1912,56.146107,10.192162
"Nordborggade 3, 2. tv","Aarhus C",8000,"2018-09-24",1066040,2,61,1958,56.14398,10.186707
"Assensgade 18, 3. th","Aarhus C",8000,"2018-09-24",4350000,4,101,1909,56.14316,10.205155
"Vestervang 25C, 1. th","Aarhus C",8000,"2018-09-24",2625000,2,71,1985,56.164043,10.192542
"Vestervang 26, st. th","Aarhus C",8000,"2018-09-24",998000,1,42,1983,56.1642,10.193433
"Ringkøbingvej 12, 3","Aarhus C",8000,"2018-09-24",2705000,3,90,1936,56.15731,10.189136
"Ny Munkegade 68, 2. th","Aarhus C",8000,"2018-09-24",2000000,3,60,1900,56.16338,10.202176
"Vestre Ringgade 210, st. th","Aarhus C",8000,"2018-09-23",2700000,4,83,1950,56.16918,10.194873
"Barthsgade 12A, 4. tv","Aarhus N",8200,"2018-09-23",1300000,2,67,1988,56.171013,10.209459
"Læssøesgade 49, 3. tv","Aarhus C",8000,"2018-09-23",1990000,2,51,1912,56.147507,10.191431
"Aldersrovej 3, 4. tv","Aarhus N",8200,"2018-09-23",3425000,4,120,1936,56.170216,10.211721
"Vestre Ringgade 198, 5. th","Aarhus C",8000,"2018-09-23",1950000,3,87,1951,56.16866,10.1935835
"Valdemars Have 5, 3. mf","Aarhus C",8000,"2018-09-23",3450000,3,75,2019,56.151146,10.197222
"Irma Pedersens Gade 131, 2. th","Aarhus C",8000,"2018-09-23",4600000,3,101,2019,56.16325,10.228861
"Schleppegrellsgade 27, 2. th","Aarhus C",8000,"2018-09-21",3149000,3,84,1913,56.147663,10.191822
"Kaserneboulevarden 21, 3. th","Aarhus C",8000,"2018-09-21",2510000,3,75,1933,56.164665,10.19926
"Kystvejen 55, 4. tv","Aarhus C",8000,"2018-09-20",6350000,5,175,1900,56.161366,10.2149515
"Nordborggade 51, 5. tv","Aarhus C",8000,"2018-09-20",2650000,4,103,1961,56.145466,10.184147
"Willemoesgade 41, 1. 1","Aarhus N",8200,"2018-09-20",1230000,2,57,1940,56.174706,10.211641
"Carl Blochs Gade 59, 8. tv","Aarhus C",8000,"2018-09-20",5300000,5,121,0,56.153744,10.192468
"Jerichausgade 12, 5. th","Aarhus C",8000,"2018-09-19",1225000,2,38,1918,56.15453,10.196483
"Bernhardt Jensens Boulevard 117, 1. 4","Aarhus C",8000,"2018-09-19",3099000,2,97,2017,56.166786,10.227049
"Irma Pedersens Gade 99, 8. 2","Aarhus C",8000,"2018-09-19",2925000,2,58,2019,56.16277,10.228704
"Åhusene 7, 9. 3","Aarhus C",8000,"2018-09-19",5100000,3,116,2013,56.15273,10.187806
"Skovvangsvej 60, st. tv","Aarhus N",8200,"2018-09-18",1750000,2,56,1950,56.176067,10.205239
"Guldsmedgade 27A, st","Aarhus C",8000,"2018-09-18",2315000,4,93,1880,56.159737,10.207178
"Thunøgade 1E, 1","Aarhus C",8000,"2018-09-18",4900000,6,131,1898,56.16221,10.208622
"Edouard Suensons Gade 3, 1. i","Aarhus N",8200,"2018-09-18",2565000,3,78,1966,56.17061,10.218538
"Åboulevarden 55, 2. th","Aarhus C",8000,"2018-09-18",2850000,2,70,1928,56.155956,10.204189
"Godthåbsgade 8, 2","Aarhus C",8000,"2018-09-17",977500,2,52,1895,56.14768,10.1973095
"Montanagade 60, 1","Aarhus C",8000,"2018-09-17",1050000,3,64,1898,56.145634,10.199715
"Silkeborgvej 124, 3. th","Aarhus C",8000,"2018-01-04",1730000,2,53,1938,56.15646,10.179827
"Frederiksgade 9, 3. 2","Aarhus C",8000,"2018-01-04",2835000,2,84,2005,56.156067,10.20666
"Vesterbrogade 17, 2. th","Aarhus C",8000,"2018-01-04",1593200,4,89,1905,56.157726,10.196154
"Tordenskjoldsgade 59, 1. th","Aarhus N",8200,"2018-01-03",2500000,2,65,1932,56.17213,10.216178
"Skovgaardsgade 6, 5. th","Aarhus C",8000,"2018-01-03",225000,2,44,1927,56.15407,10.195768
"Havnegade 16, 4. th","Aarhus C",8000,"2018-01-03",2600000,2,59,1955,56.155384,10.212263
"Grønnegade 85, st. th","Aarhus C",8000,"2018-01-02",1998000,2,58,1917,56.15994,10.200658
"Nordborggade 25, 3. th","Aarhus C",8000,"2018-01-02",1925000,2,71,1960,56.144524,10.18498
"Trøjborgvej 24, st. th","Aarhus N",8200,"2018-01-02",1725000,2,48,1900,56.169495,10.215137
"Edouard Suensons Gade 2, 4. tv","Aarhus N",8200,"2018-01-02",2895000,3,84,1939,56.17118,10.21836
"Esther Aggebos Gade 4, 4. 2","Aarhus C",8000,"2018-01-02",4400000,3,119,2017,56.16637,10.226709
"Valdemars Have 26, 4. mf","Aarhus C",8000,"2018-01-02",3350000,3,76,2019,56.151485,10.197303
"Skernvej 8, 3. tv","Aarhus C",8000,"2018-01-01",1147500,2,66,1931,56.157757,10.189748
"Ny Munkegade 38, 4","Aarhus C",8000,"2018-01-01",1300000,3,56,1897,56.162033,10.203251
"Vesterport 8B, 1. th","Aarhus C",8000,"2018-01-01",1800000,2,81,1870,56.158047,10.200052
"Skanderborgvej 88, 1. 3","Aarhus C",8000,"2018-01-01",1525000,2,54,1942,56.14029,10.181922
"Esther Aggebos Gade 4, 5. 1","Aarhus C",8000,"2018-01-01",5000000,4,136,2017,56.16637,10.226709
"Åhusene 7, 4. 3","Aarhus C",8000,"2018-01-01",2350000,2,52,2013,56.15273,10.187806
"Esther Aggebos Gade 4, 3. 1","Aarhus C",8000,"2018-01-01",7000000,4,198,2017,56.16637,10.226709
"Skanderborgvej 94, 2. 2","Aarhus C",8000,"2017-12-31",1000000,3,63,1943,56.139763,10.181465
"Frederiks Plads 26, 2. 3","Aarhus C",8000,"2017-12-31",1721000,2,60,2017,56.148487,10.208627
"Frederiks Plads 16, 3. 6","Aarhus C",8000,"2017-12-31",1787000,2,55,2017,56.148922,10.208356
"Dronning Margrethes Vej 7, st","Aarhus N",8200,"2017-12-30",2325000,2,63,1900,56.169384,10.218978
"Skovvejen 85, 3","Aarhus C",8000,"2017-12-29",2650000,3,78,1898,56.166862,10.217977
"Schleppegrellsgade 17, 3. tv","Aarhus C",8000,"2017-12-29",1600000,2,46,1909,56.14721,10.192053
"Vestervang 9, 7. 971","Aarhus C",8000,"2017-12-29",2850000,3,73,1970,56.162228,10.193816
"Vestervang 20, 4. tv","Aarhus C",8000,"2017-12-28",2400000,2,72,1986,56.163837,10.1947565
"Marstrandsgade 25, 5. tv","Aarhus C",8000,"2017-12-28",1500000,2,83,1931,56.154087,10.197062
"Oslogade 16, 2. th","Aarhus N",8200,"2017-12-28",2095000,2,62,1952,56.1757,10.19981
"De Mezas Vej 15, st. th","Aarhus C",8000,"2017-12-28",1800000,2,61,1918,56.14491,10.19151
"Sejrøgade 12, st. tv","Aarhus C",8000,"2017-12-27",990000,2,58,1929,56.160023,10.1984
"Studsgade 29, st. tv","Aarhus C",8000,"2017-12-26",2550000,2,56,1700,56.160072,10.211266
"Skt. Pauls Gade 28, 4","Aarhus C",8000,"2017-12-26",2180000,2,47,1899,56.146606,10.204484
"Grønnegade 93A, 2. 4","Aarhus C",8000,"2017-12-26",1800000,2,48,1922,56.160652,10.199647
"Niels Juels Gade 72, 4","Aarhus N",8200,"2017-12-25",925000,2,50,1901,56.17044,10.2140045
"Jægergårdsgade 88, 1. th","Aarhus C",8000,"2017-12-25",1163960,2,49,1891,56.148106,10.202691
"Vestre Ringgade 172, 3. th","Aarhus C",8000,"2017-12-24",1800000,2,62,1949,56.16714,10.190632
"Hjelmensgade 31, 1","Aarhus C",8000,"2017-12-22",2988000,3,94,1895,56.16198,10.208649
"Langenæs Allé 39, 1. th","Aarhus C",8000,"2017-12-22",1668000,2,53,1968,56.141453,10.182253
"Ceresbyen 66, 1. 5","Aarhus C",8000,"2017-12-22",4550000,4,109,2017,56.15669,10.194395
"Jette Tikjøbs Plads 5, st","Aarhus C",8000,"2017-12-22",2250000,2,57,2017,56.167065,10.2278
"Marstrandsgade 21, 1. th","Aarhus C",8000,"2017-12-21",2925000,3,77,1902,56.154285,10.197443
"Vestervang 20, 2. tv","Aarhus C",8000,"2019-02-10",10242000,2,72,1986,56.163837,10.1947565
"Banegårdsgade 23, 1","Aarhus C",8000,"2019-02-10",3400000,4,87,1888,56.150536,10.20152
"Ceresbyen 66, st. 2","Aarhus C",8000,"2019-02-10",3800000,3,96,2017,56.15669,10.194395
"Skovvejen 42, 1. th","Aarhus C",8000,"2019-02-09",2450000,2,66,2007,56.167835,10.218747
"Sønderport 1, 2. tv","Aarhus C",8000,"2019-02-09",1657500,4,100,1938,56.140232,10.1832075
"Rudolph Wulffs Gade 12, 5. th","Aarhus C",8000,"2019-02-09",1873000,2,53,1946,56.14054,10.184897
"Jette Tikjøbs Plads 13, st","Aarhus C",8000,"2019-02-09",2550000,2,65,2017,56.167328,10.227331
"Søndre Ringgade 13, 1. tv","Aarhus C",8000,"2019-02-07",2960000,3,82,1933,56.14158,10.192653
"Silkeborgvej 112, 2. tv","Aarhus C",8000,"2019-02-07",1635000,2,64,1935,56.15637,10.180331
"Langelandsgade 216, 3. tv","Aarhus N",8200,"2019-02-07",1550000,2,57,1937,56.173664,10.202272
"Kaserneboulevarden 21, st. th","Aarhus C",8000,"2019-02-07",1610000,2,74,1933,56.164665,10.19926
"Ny Munkegade 65, st. tv","Aarhus C",8000,"2019-02-07",3200000,3,103,1901,56.16275,10.202234
"Niels Juels Gade 8, 1. th","Aarhus N",8200,"2019-02-06",1600796,3,74,1931,56.16972,10.218498
"Schleppegrellsgade 27, 1. tv","Aarhus C",8000,"2019-02-06",1750000,2,50,1913,56.147663,10.191822
"Valdemars Have 5, 5. th","Aarhus C",8000,"2019-02-06",7823000,4,121,2019,56.151146,10.197222
"Niels Juels Gade 29, 1. tv","Aarhus N",8200,"2019-02-06",2998000,2,74,2011,56.169785,10.21683
"Marius Simonsens Vej 15, 4. th","Aarhus N",8200,"2019-02-06",1920000,2,58,1955,56.17587,10.204709
"Skovvejen 42, 2. th","Aarhus C",8000,"2019-02-05",2550000,2,66,2007,56.167835,10.218747
"Søgade 1B, st. th","Aarhus C",8000,"2019-02-05",1900000,2,46,2006,56.15011,10.198419
"Høegh-Guldbergs Gade 55, 3","Aarhus C",8000,"2019-02-05",5000000,4,178,1894,56.16297,10.209039
"Skt. Pauls Gade 7B, st","Aarhus C",8000,"2019-02-05",5125000,5,138,1903,56.146366,10.204699
"Thorvaldsensgade 31, 5. 4","Aarhus C",8000,"2019-02-05",3500000,3,80,2017,56.156837,10.19446
"Silkeborgvej 26A, 1. tv","Aarhus C",8000,"2019-02-04",1999000,2,71,1938,56.156857,10.189309
"Stavangergade 8, st. th","Aarhus N",8200,"2019-02-04",1595000,2,56,1911,56.175842,10.199273
"Dagmar Petersens Gade 94, 5. 3","Aarhus C",8000,"2019-02-04",5000000,2,113,2017,56.166992,10.227889
"Vestergade 82, 2. th","Aarhus C",8000,"2019-02-03",1750000,2,61,1920,56.15704,10.1979
"Strandparken 8, 2. tv","Aarhus C",8000,"2019-02-03",1667500,2,66,1935,56.143543,10.205957
"Vestergade 6B, 1","Aarhus C",8000,"2019-02-03",3600000,7,198,1900,56.15771,10.206038
"Østboulevarden 21, 1","Aarhus C",8000,"2019-02-03",1980000,2,53,1903,56.164555,10.212839
"Godthåbsgade 8, st","Aarhus C",8000,"2019-02-02",1875000,2,52,1895,56.14768,10.1973095
"Jordbrovej 31, 3. 1","Aarhus N",8200,"2019-02-02",1300000,1,44,1967,56.17458,10.199906
"Rosenkrantzgade 8A, 2","Aarhus C",8000,"2019-02-02",1720000,2,65,1875,56.152065,10.207152
"Egegade 28, st","Aarhus N",8200,"2019-01-31",1000000,1,32,1991,56.17774,10.201446
"Skovgaardsgade 6, 1. th","Aarhus C",8000,"2019-01-31",2275000,3,63,1927,56.15407,10.195768
"Valdemars Have 30, 4. tv","Aarhus C",8000,"2019-01-31",5150000,4,117,2019,56.151646,10.19666
"Odensegade 29, 4. tv","Aarhus C",8000,"2019-01-31",1925000,2,47,1907,56.145153,10.201928
"Vestre Ringgade 216, 1. th","Aarhus C",8000,"2019-01-30",2360000,3,70,1950,56.1694,10.195474
"Langenæs Allé 8, 1. tv","Aarhus C",8000,"2019-01-30",2260000,2,69,1938,56.144188,10.187474
"Mejlgade 82B, 1. th","Aarhus C",8000,"2019-01-30",3800000,4,90,1901,56.161713,10.214596
"Frederiksgade 42A, 2. 3","Aarhus C",8000,"2019-01-30",2045000,2,47,1851,56.155186,10.204802
"Frederiksgade 18, 2. 3","Aarhus C",8000,"2019-05-22",2100000,2,53,2004,56.15589,10.206137
"Brendstrupvej 25, st. th","Aarhus N",8200,"2019-05-22",1650000,2,48,1967,56.174744,10.199477
"Mariane Thomsens Gade 31, 5. 1","Aarhus C",8000,"2019-05-22",4476520,4,130,2013,56.165325,10.230183
